basic_tranId0_searchValue,basic_otherRefNum0_searchValue,customerJoin_entityId0_searchValue,basic_shipMethod0_searchValue_internalId,shippingAddressJoin_addressee0_searchValue,shippingAddressJoin_attention0_searchValue,shippingAddressJoin_address10_searchValue,shippingAddressJoin_address20_searchValue,shippingAddressJoin_city0_searchValue,shippingAddressJoin_state0_searchValue,shippingAddressJoin_zip0_searchValue,shippingAddressJoin_countryCode0_searchValue,shippingAddressJoin_phone0_searchValue,basic_line0_searchValue,itemJoin_itemId0_searchValue,itemJoin_type0_searchValue,basic_quantity0_searchValue,basic_tranDate0_searchValue,classJoin_name0_searchValue,itemJoin_weight0_searchValue,custitem_length,custitem_width,custitem_height,custitem_mcweight_lbs,custitem_rfs_packing_length,custitem_rfs_packing_width,custitem_rfs_packing_height,custitem_hj_tc_autopackquantity,custbodyhj_tc_storecode,basic_tranDate0_searchValue_1,basic_startDate0_searchValue,basic_endDate0_searchValueSpecified
220717,,"An Phuc Nguyen Co., Ltd",,"An Phuc Nguyen Co., Ltd",,13732 Magnolia Street,,Garden Grove,CA,92844,US,(714) 786-6201,72,FG0127-01,Assembly/Bill of Materials,36,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow,0.15,4.5,2.75,2,1,9.25,5.25,4.25,6,,3/22/24,,
220727,49VSLUOM,Amazon - Vendor Central,,Amazon - Vendor Central - SMF3,,3923 S B ST,,Stockton,CA,95206,US,,1,FG0030-04,Assembly/Bill of Materials,80,Pending Approval,Legacy UpSpring : (Old) C-Panty,0.248,6.75,4.5,1,0.248,8,6,4,3,SMF3,3/26/24,5/22/24,5/27/24
220727,49VSLUOM,Amazon - Vendor Central,,Amazon - Vendor Central - SMF3,,3923 S B ST,,Stockton,CA,95206,US,,7,FG0030-03,Assembly/Bill of Materials,200,Pending Approval,Legacy UpSpring : (Old) C-Panty,0.298,6.75,4.75,1.5,0.298,8,6,4,3,SMF3,3/26/24,5/22/24,5/27/24
220728,4F5BAESC,Amazon - Vendor Central,,Amazon - Vendor Central - LAS1,,12300 Bermuda Road,,HENDERSON,NV,89044,US,,1,FG0220-01,Assembly/Bill of Materials,75,Pending Approval,Legacy UpSpring : (Old) Shrinkx Belly,0.8,,,,4.8,12,10.75,7.75,5,LAS1,3/26/24,5/22/24,5/27/24
220728,4F5BAESC,Amazon - Vendor Central,,Amazon - Vendor Central - LAS1,,12300 Bermuda Road,,HENDERSON,NV,89044,US,,10,FG0076-02,Assembly/Bill of Materials,252,Pending Approval,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.65,4.6,3.1,4.6,4.525,10.25,10.25,5.75,6,LAS1,3/26/24,5/22/24,5/27/24
220728,4F5BAESC,Amazon - Vendor Central,,Amazon - Vendor Central - LAS1,,12300 Bermuda Road,,HENDERSON,NV,89044,US,,16,FG0074-02,Assembly/Bill of Materials,560,Pending Approval,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,3.16,4.625,6.125,2.5,10.25,10.25,4.75,4,LAS1,3/26/24,5/22/24,5/27/24
220731,6VZ7WJIO,Amazon - Vendor Central,,Amazon - Vendor Central - IAH3,,15525 Milner Road,,HOUSTON,TX,77032,US,,1,FG0030-04,Assembly/Bill of Materials,160,Pending Approval,Legacy UpSpring : (Old) C-Panty,0.248,6.75,4.5,1,0.248,8,6,4,3,IAH3,3/26/24,5/22/24,5/27/24
220731,6VZ7WJIO,Amazon - Vendor Central,,Amazon - Vendor Central - IAH3,,15525 Milner Road,,HOUSTON,TX,77032,US,,7,FG0220-01,Assembly/Bill of Materials,200,Pending Approval,Legacy UpSpring : (Old) Shrinkx Belly,0.8,,,,4.8,12,10.75,7.75,5,IAH3,3/26/24,5/22/24,5/27/24
220731,6VZ7WJIO,Amazon - Vendor Central,,Amazon - Vendor Central - IAH3,,15525 Milner Road,,HOUSTON,TX,77032,US,,16,FG0076-02,Assembly/Bill of Materials,108,Pending Approval,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.65,4.6,3.1,4.6,4.525,10.25,10.25,5.75,6,IAH3,3/26/24,5/22/24,5/27/24
220731,6VZ7WJIO,Amazon - Vendor Central,,Amazon - Vendor Central - IAH3,,15525 Milner Road,,HOUSTON,TX,77032,US,,22,FG0074-02,Assembly/Bill of Materials,224,Pending Approval,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,3.16,4.625,6.125,2.5,10.25,10.25,4.75,4,IAH3,3/26/24,5/22/24,5/27/24
220732,8HKBGGZL,Amazon - Vendor Central,,Amazon - Vendor Central - GYR3,,8181 W ROOSEVELT ST,,PHOENIX,AZ,85043,US,,1,FG0076-02,Assembly/Bill of Materials,108,Pending Approval,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.65,4.6,3.1,4.6,4.525,10.25,10.25,5.75,6,GYR3,3/26/24,5/22/24,5/27/24
221252,,Qmoms Trading,,Qmoms Trading,,"WH B3-A7-26, GWC Al Wukair Logistics Park",,Al Wukair,Doha,,QA,(974) 40061248,1,FG0076-01,Assembly/Bill of Materials,32,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,,4/15/24,,
221252,,Qmoms Trading,,Qmoms Trading,,"WH B3-A7-26, GWC Al Wukair Logistics Park",,Al Wukair,Doha,,QA,(974) 40061248,7,FG0076-04,Assembly/Bill of Materials,32,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.7875,4.6,3.1,6.125,3.15,10.25,10.25,4.75,4,,4/15/24,,
221252,,Qmoms Trading,,Qmoms Trading,,"WH B3-A7-26, GWC Al Wukair Logistics Park",,Al Wukair,Doha,,QA,(974) 40061248,13,FG0076-03,Assembly/Bill of Materials,16,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.1,6.125,2.4,10.25,10.25,4.75,4,,4/15/24,,
221252,,Qmoms Trading,,Qmoms Trading,,"WH B3-A7-26, GWC Al Wukair Logistics Park",,Al Wukair,Doha,,QA,(974) 40061248,19,FG0300-10,Assembly/Bill of Materials,8,Pending Fulfillment,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,0.138,,,,1.45,8.375,6.375,4.625,4,,4/15/24,,
221252,,Qmoms Trading,,Qmoms Trading,,"WH B3-A7-26, GWC Al Wukair Logistics Park",,Al Wukair,Doha,,QA,(974) 40061248,22,FG0300-12,Assembly/Bill of Materials,8,Pending Fulfillment,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,0.138,,,,1.45,8.25,6.25,5.38,4,,4/15/24,,
221252,,Qmoms Trading,,Qmoms Trading,,"WH B3-A7-26, GWC Al Wukair Logistics Park",,Al Wukair,Doha,,QA,(974) 40061248,25,FG0300-13,Assembly/Bill of Materials,8,Pending Fulfillment,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,0.138,,,,1.45,8.25,6.25,5.83,4,,4/15/24,,
221444,9635196,CVS,FedEx Ground® (No Charge),CVS - F101,,2577 98TH AVENUE,,VERO BEACH,FL,32966,US,(772) 774-2200,1,FG0076-01,Assembly/Bill of Materials,208,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,F101,4/19/24,5/8/24,
221444,9635196,CVS,FedEx Ground® (No Charge),CVS - F101,,2577 98TH AVENUE,,VERO BEACH,FL,32966,US,(772) 774-2200,7,FG0670-01,Assembly/Bill of Materials,208,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,F101,4/19/24,5/8/24,
221445,9177439,CVS,FedEx Ground® (No Charge),CVS - E101,,700 CVS DRIVE,,ENNIS,TX,75119,US,(214) 241-5000,1,FG0076-01,Assembly/Bill of Materials,352,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,E101,4/19/24,5/10/24,
221445,9177439,CVS,FedEx Ground® (No Charge),CVS - E101,,700 CVS DRIVE,,ENNIS,TX,75119,US,(214) 241-5000,7,FG0670-01,Assembly/Bill of Materials,352,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,E101,4/19/24,5/10/24,
221446,8578483,CVS,FedEx Ground® (No Charge),CVS - S101,,111 REVCO RD,,BEECH ISLAND,SC,29842,US,(803) 442-5256,1,FG0076-01,Assembly/Bill of Materials,428,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,S101,4/19/24,5/8/24,
221446,8578483,CVS,FedEx Ground® (No Charge),CVS - S101,,111 REVCO RD,,BEECH ISLAND,SC,29842,US,(803) 442-5256,7,FG0670-01,Assembly/Bill of Materials,428,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,S101,4/19/24,5/8/24,
221447,8323622,CVS,FedEx Ground® (No Charge),CVS - L101,,777 SOUTH HARBOR BLVD,,LA HABRA,CA,90631,US,(714) 578-4600,1,FG0076-01,Assembly/Bill of Materials,776,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,L101,4/19/24,5/9/24,
221447,8323622,CVS,FedEx Ground® (No Charge),CVS - L101,,777 SOUTH HARBOR BLVD,,LA HABRA,CA,90631,US,(714) 578-4600,7,FG0670-01,Assembly/Bill of Materials,776,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,L101,4/19/24,5/9/24,
221448,7381352,CVS,FedEx Ground® (No Charge),CVS - C101,,100 S TRADE CENTER PKWY,,CONROE,TX,77385,US,(936) 271-5825,1,FG0076-01,Assembly/Bill of Materials,564,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,C101,4/19/24,5/13/24,
221448,7381352,CVS,FedEx Ground® (No Charge),CVS - C101,,100 S TRADE CENTER PKWY,,CONROE,TX,77385,US,(936) 271-5825,7,FG0670-01,Assembly/Bill of Materials,564,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,C101,4/19/24,5/13/24,
221449,6813646,CVS,FedEx Ground® (No Charge),CVS - T101,,10008 PARKSIDE DR.,,KNOXVILLE,TN,37922,US,(865) 231-9900,1,FG0076-01,Assembly/Bill of Materials,352,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,T101,4/19/24,5/8/24,
221449,6813646,CVS,FedEx Ground® (No Charge),CVS - T101,,10008 PARKSIDE DR.,,KNOXVILLE,TN,37922,US,(865) 231-9900,7,FG0670-01,Assembly/Bill of Materials,352,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,T101,4/19/24,5/8/24,
221450,5669953,CVS,FedEx Ground® (No Charge),CVS - P101,,322 REVCO RD,,SOMERSET,PA,15501,US,(814) 289-2200,1,FG0076-01,Assembly/Bill of Materials,336,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,P101,4/19/24,5/7/24,
221450,5669953,CVS,FedEx Ground® (No Charge),CVS - P101,,322 REVCO RD,,SOMERSET,PA,15501,US,(814) 289-2200,7,FG0670-01,Assembly/Bill of Materials,336,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,P101,4/19/24,5/7/24,
221451,5445625,CVS,FedEx Ground® (No Charge),CVS - O101,,8525 EXCHANGE DRIVE,,ORLANDO,FL,32809,US,(407) 858-4000,1,FG0076-01,Assembly/Bill of Materials,212,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,O101,4/19/24,5/9/24,
221451,5445625,CVS,FedEx Ground® (No Charge),CVS - O101,,8525 EXCHANGE DRIVE,,ORLANDO,FL,32809,US,(407) 858-4000,7,FG0670-01,Assembly/Bill of Materials,212,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,O101,4/19/24,5/9/24,
221452,4560011,CVS,FedEx Ground® (No Charge),CVS - I101,,2800 ENTERPRISE ST.,,INDIANAPOLIS,IN,46219,US,(317) 610-4300,1,FG0076-01,Assembly/Bill of Materials,424,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,I101,4/19/24,5/9/24,
221452,4560011,CVS,FedEx Ground® (No Charge),CVS - I101,,2800 ENTERPRISE ST.,,INDIANAPOLIS,IN,46219,US,(317) 610-4300,7,FG0670-01,Assembly/Bill of Materials,424,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,I101,4/19/24,5/9/24,
221453,3872517,CVS,FedEx Ground® (No Charge),CVS - U101,,2400 KEYSTONE PACIFIC PKY,,PATTERSON,CA,95363,US,(209) 895-8500,1,FG0076-01,Assembly/Bill of Materials,520,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,U101,4/19/24,5/8/24,
221453,3872517,CVS,FedEx Ground® (No Charge),CVS - U101,,2400 KEYSTONE PACIFIC PKY,,PATTERSON,CA,95363,US,(209) 895-8500,7,FG0670-01,Assembly/Bill of Materials,520,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,U101,4/19/24,5/8/24,
221454,3137862,CVS,FedEx Ground® (No Charge),CVS -  M101,,500 LANDSDOWNE ROAD,,FREDERICKSBURG,VA,22408,US,(540) 834-5600,1,FG0076-01,Assembly/Bill of Materials,276,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,M101,5/6/24,,
221454,3137862,CVS,FedEx Ground® (No Charge),CVS -  M101,,500 LANDSDOWNE ROAD,,FREDERICKSBURG,VA,22408,US,(540) 834-5600,7,FG0670-01,Assembly/Bill of Materials,276,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,M101,5/6/24,,
221455,2540073,CVS,FedEx Ground® (No Charge),CVS - N101,,ONE  BERRY DRIVE,,LUMBERTON,NJ,08048,US,(609) 267-6700,1,FG0076-01,Assembly/Bill of Materials,460,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,N101,4/19/24,5/6/24,
221455,2540073,CVS,FedEx Ground® (No Charge),CVS - N101,,ONE  BERRY DRIVE,,LUMBERTON,NJ,08048,US,(609) 267-6700,7,FG0670-01,Assembly/Bill of Materials,460,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,N101,4/19/24,5/6/24,
221456,1545900,CVS,FedEx Ground® (No Charge),CVS - D101,,43800 GENMAR RD,,NOVI,MI,48375,US,(248) 675-2100,1,FG0076-01,Assembly/Bill of Materials,372,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,D101,4/19/24,5/8/24,
221456,1545900,CVS,FedEx Ground® (No Charge),CVS - D101,,43800 GENMAR RD,,NOVI,MI,48375,US,(248) 675-2100,7,FG0670-01,Assembly/Bill of Materials,372,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,D101,4/19/24,5/8/24,
221457,1358859,CVS,FedEx Ground® (No Charge),CVS - W101,,400 FOUNDERS DRIVE,,WOONSOCKET,RI,02895,US,(401) 235-5000,1,FG0076-01,Assembly/Bill of Materials,436,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,W101,4/19/24,5/3/24,
221457,1358859,CVS,FedEx Ground® (No Charge),CVS - W101,,400 FOUNDERS DRIVE,,WOONSOCKET,RI,02895,US,(401) 235-5000,7,FG0670-01,Assembly/Bill of Materials,436,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,W101,4/19/24,5/3/24,
221458,0832453,CVS,FedEx Ground® (No Charge),CVS - K101,,10711 NORTH CONGRESS AVE,,Kansas City,MO,64153,US,(512) 828-7988,1,FG0076-01,Assembly/Bill of Materials,240,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,K101,4/19/24,5/9/24,
221458,0832453,CVS,FedEx Ground® (No Charge),CVS - K101,,10711 NORTH CONGRESS AVE,,Kansas City,MO,64153,US,(512) 828-7988,7,FG0670-01,Assembly/Bill of Materials,240,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,K101,4/19/24,5/9/24,
221459,0133881,CVS,FedEx Ground® (No Charge),CVS - Y101,,ONE CVS DRIVE,,WAVERLY,NY,14892,US,(607) 249-0100,1,FG0076-01,Assembly/Bill of Materials,308,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,Y101,4/19/24,5/3/24,
221459,0133881,CVS,FedEx Ground® (No Charge),CVS - Y101,,ONE CVS DRIVE,,WAVERLY,NY,14892,US,(607) 249-0100,7,FG0670-01,Assembly/Bill of Materials,308,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Milkflow - Other,0.4,5,2.5,7,1.63,8.25,6.25,5.38,4,Y101,4/19/24,5/3/24,
221498,1381039679,Wal-Mart,,WAL-MART DC 6006A-ASM DIS,,2200 7TH AVE SW,,CULLMAN,AL,35055,US,,1,FG0300-10,Assembly/Bill of Materials,104,Pending Fulfillment,Legacy UpSpring : (Old) Adult Supplements : (Old) Adult Supplements - Other,0.138,,,,1.45,8.375,6.375,4.625,4,0078742028286,4/24/24,4/29/24,5/14/24
221513,2631581423,Wal-Mart,,WAL-MART DC 6006A-ASM DIS,,2200 7TH AVE SW,,CULLMAN,AL,35055,US,,1,FG0076-04,Assembly/Bill of Materials,4,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.7875,4.6,3.1,6.125,3.15,10.25,10.25,4.75,4,0078742028286,4/24/24,4/29/24,5/14/24
221513,2631581423,Wal-Mart,,WAL-MART DC 6006A-ASM DIS,,2200 7TH AVE SW,,CULLMAN,AL,35055,US,,7,FG0005-03,Assembly/Bill of Materials,18,Pending Fulfillment,Legacy UpSpring : (Old) Alcohol,0.1015,2.75,1.5,4.5,0.825,9.375,4.75,3,6,0078742028286,4/24/24,4/29/24,5/14/24
221513,2631581423,Wal-Mart,,WAL-MART DC 6006A-ASM DIS,,2200 7TH AVE SW,,CULLMAN,AL,35055,US,,15,FG0076-01,Assembly/Bill of Materials,68,Pending Fulfillment,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,0.5,4.625,3.16,6.125,2.46,10.25,10.25,4.75,4,0078742028286,4/24/24,4/29/24,5/14/24
221582,1GGR3ACY,Amazon - Vendor Central,,Amazon - Vendor Central - IAH3,,15525 Milner Road,,HOUSTON,TX,77032,US,,1,FG0005-02,Assembly/Bill of Materials,384,Pending Approval,Legacy UpSpring : (Old) Alcohol,0.0645,2.75,1.5,4.5,0.602,9.375,4.75,3,6,IAH3,4/25/24,6/26/24,6/30/24
221582,1GGR3ACY,Amazon - Vendor Central,,Amazon - Vendor Central - IAH3,,15525 Milner Road,,HOUSTON,TX,77032,US,,9,FG0035-02,Assembly/Bill of Materials,80,Pending Approval,Legacy UpSpring : (Old) C-Panty,0.268,6.75,4.5,1,0.268,8,6,4,3,IAH3,4/25/24,6/26/24,6/30/24
221582,1GGR3ACY,Amazon - Vendor Central,,Amazon - Vendor Central - IAH3,,15525 Milner Road,,HOUSTON,TX,77032,US,,15,FG0035-01,Assembly/Bill of Materials,80,Pending Approval,Legacy UpSpring : (Old) C-Panty,0.239,6.75,4.5,1,0.239,8,6,4,3,IAH3,4/25/24,6/26/24,6/30/24
221582,1GGR3ACY,Amazon - Vendor Central,,Amazon - Vendor Central - IAH3,,15525 Milner Road,,HOUSTON,TX,77032,US,,21,FG0030-03,Assembly/Bill of Materials,80,Pending Approval,Legacy UpSpring : (Old) C-Panty,0.298,6.75,4.75,1.5,0.298,8,6,4,3,IAH3,4/25/24,6/26/24,6/30/24
221582,1GGR3ACY,Amazon - Vendor Central,,Amazon - Vendor Central - IAH3,,15525 Milner Road,,HOUSTON,TX,77032,US,,27,FG0035-06,Assembly/Bill of Materials,40,Pending Approval,Legacy UpSpring : (Old) C-Panty,0.282,6.75,4.75,1.5,0.282,8,6,4,3,IAH3,4/25/24,6/26/24,6/30/24
